,placements,joueurs ,score ,,Mois concerné (Ne pas bouger de la premiere case),SQL insert (DONT TOUCH ANYTHING !!! PAS TOUCHE !!!)
Wild West Rampage,59,Nachtfalke25,97 530 531,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),59,(SELECT Id FROM Player WHERE Pseudo ='96697728'),97530531,'2024-12');"
Wild West Rampage,60,iamthegman,96 697 728,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),60,(SELECT Id FROM Player WHERE Pseudo ='96693592'),96697728,'2024-12');"
Wild West Rampage,61,tomaszbrzez,96 693 592,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),61,(SELECT Id FROM Player WHERE Pseudo ='96496385'),96693592,'2024-12');"
Wild West Rampage,62,JetsAndOs,96 496 385,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),62,(SELECT Id FROM Player WHERE Pseudo ='96163438'),96496385,'2024-12');"
Wild West Rampage,63,Drunk N Drive,96 163 438,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),63,(SELECT Id FROM Player WHERE Pseudo ='95677355'),96163438,'2024-12');"
Wild West Rampage,64,jhon polin,95 677 355,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),64,(SELECT Id FROM Player WHERE Pseudo ='65645736'),95677355,'2024-12');"
Wild West Rampage,65,wredny22,65 645 736,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),65,(SELECT Id FROM Player WHERE Pseudo ='95624095'),65645736,'2024-12');"
Wild West Rampage,66,Pinchu_10,95 624 095,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),66,(SELECT Id FROM Player WHERE Pseudo ='95389812'),95624095,'2024-12');"
Wild West Rampage,67,Rossi46,95 389 812,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),67,(SELECT Id FROM Player WHERE Pseudo ='94957141'),95389812,'2024-12');"
Wild West Rampage,68,klufti,94 957 141,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),68,(SELECT Id FROM Player WHERE Pseudo ='94543416'),94957141,'2024-12');"
Wild West Rampage,69,Degi_de522,94 543 416,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),69,(SELECT Id FROM Player WHERE Pseudo ='93869365'),94543416,'2024-12');"
Wild West Rampage,70,Mikaelthn,93 869 365,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),70,(SELECT Id FROM Player WHERE Pseudo ='93849637'),93869365,'2024-12');"
Wild West Rampage,71,Rhomeo,93 849 637,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),71,(SELECT Id FROM Player WHERE Pseudo ='93602879'),93849637,'2024-12');"
Wild West Rampage,72,mlucius,93 602 879,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),72,(SELECT Id FROM Player WHERE Pseudo ='93342673'),93602879,'2024-12');"
Wild West Rampage,73,wims LUPsClub,93 342 673,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),73,(SELECT Id FROM Player WHERE Pseudo ='91807646'),93342673,'2024-12');"
Wild West Rampage,74,Elnino5100,91 807 646,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),74,(SELECT Id FROM Player WHERE Pseudo ='91666094'),91807646,'2024-12');"
Wild West Rampage,75,trinita72n,91 666 094,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),75,(SELECT Id FROM Player WHERE Pseudo ='91094615'),91666094,'2024-12');"
Wild West Rampage,76,BridgeySqueezy ,91 094 615,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),76,(SELECT Id FROM Player WHERE Pseudo ='89750122'),91094615,'2024-12');"
Wild West Rampage,77,GXPhil,89 750 122,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),77,(SELECT Id FROM Player WHERE Pseudo ='89598478'),89750122,'2024-12');"
Wild West Rampage,78,Imo,89 598 478,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),78,(SELECT Id FROM Player WHERE Pseudo ='88938666'),89598478,'2024-12');"
Wild West Rampage,79,forcita,88 938 666,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),79,(SELECT Id FROM Player WHERE Pseudo ='88216230'),88938666,'2024-12');"
Wild West Rampage,80,juli_woody,88 216 230,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),80,(SELECT Id FROM Player WHERE Pseudo ='87074430'),88216230,'2024-12');"
Wild West Rampage,81,Zeitgenosse21,87 074 430,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),81,(SELECT Id FROM Player WHERE Pseudo ='86777216'),87074430,'2024-12');"
Wild West Rampage,82,Baturpasa,86 777 216,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),82,(SELECT Id FROM Player WHERE Pseudo ='Baturpasa'),86777216,'2024-12');"
Wild West Rampage,83,Mike_P000,86 289 479,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),83,(SELECT Id FROM Player WHERE Pseudo ='Mike_P000'),86289479,'2024-12');"
Wild West Rampage,84,A30anni,86 289 479,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),84,(SELECT Id FROM Player WHERE Pseudo ='A30anni'),86289479,'2024-12');"
Wild West Rampage,85,seangwalch,84 434 403,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),85,(SELECT Id FROM Player WHERE Pseudo ='seangwalch'),84434403,'2024-12');"
Wild West Rampage,86,kunnia,83 883 239,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),86,(SELECT Id FROM Player WHERE Pseudo ='kunnia'),83883239,'2024-12');"
Wild West Rampage,87,De_Las_Vegas77,83 471 420,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),87,(SELECT Id FROM Player WHERE Pseudo ='De_Las_Vegas77'),83471420,'2024-12');"
Wild West Rampage,88,schizzo65,83 230 463,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),88,(SELECT Id FROM Player WHERE Pseudo ='schizzo65'),83230463,'2024-12');"
Wild West Rampage,89,Axk23,83 217 927,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),89,(SELECT Id FROM Player WHERE Pseudo ='Axk23'),83217927,'2024-12');"
Wild West Rampage,90,FrAnK-LuCaS 90,82 434 235,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),90,(SELECT Id FROM Player WHERE Pseudo ='FrAnK-LuCaS 90'),82434235,'2024-12');"
Wild West Rampage,91,Maicoto08,82 035 381,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),91,(SELECT Id FROM Player WHERE Pseudo ='Maicoto08'),82035381,'2024-12');"
Wild West Rampage,92,LDFF-MPNQ-L2JB,81 847 707,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),92,(SELECT Id FROM Player WHERE Pseudo ='LDFF-MPNQ-L2JB'),81847707,'2024-12');"
Wild West Rampage,93,Blogas,81 366 522,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),93,(SELECT Id FROM Player WHERE Pseudo ='Blogas'),81366522,'2024-12');"
Wild West Rampage,94,mrtego10,81 251 638,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),94,(SELECT Id FROM Player WHERE Pseudo ='mrtego10'),81251638,'2024-12');"
Wild West Rampage,95,CHAURON7,81 245 361,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),95,(SELECT Id FROM Player WHERE Pseudo ='CHAURON7'),81245361,'2024-12');"
Wild West Rampage,96,Fantastic Engin,81 075 651,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),96,(SELECT Id FROM Player WHERE Pseudo ='Fantastic Engin'),81075651,'2024-12');"
Wild West Rampage,97,formatt,81 047 327,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),97,(SELECT Id FROM Player WHERE Pseudo ='formatt'),81047327,'2024-12');"
Wild West Rampage,98,ricardogomezcutillas79,80 255 335,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),98,(SELECT Id FROM Player WHERE Pseudo ='ricardogomezcutillas79'),80255335,'2024-12');"
Wild West Rampage,99,luny2paclivz,79 658 738,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),99,(SELECT Id FROM Player WHERE Pseudo ='luny2paclivz'),79658738,'2024-12');"
Wild West Rampage,100,tenchiroc43,79 485 863,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Wild West Rampage'),100,(SELECT Id FROM Player WHERE Pseudo ='tenchiroc43'),79485863,'2024-12');"
,,,,,,
Sorcerer's Lair  ,1,KlismanN_Z,4 215 429 048,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),1,(SELECT Id FROM Player WHERE Pseudo ='KlismanN_Z'),4215429048,'2024-12');"
Sorcerer's Lair  ,2,gewy23,4 000 745 310,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),2,(SELECT Id FROM Player WHERE Pseudo ='gewy23'),4000745310,'2024-12');"
Sorcerer's Lair  ,3,FischersMethod,1 317 158 897,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),3,(SELECT Id FROM Player WHERE Pseudo ='FischersMethod'),1317158897,'2024-12');"
Sorcerer's Lair  ,4,OttOBuS,1 231 388 055,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),4,(SELECT Id FROM Player WHERE Pseudo ='OttOBuS'),1231388055,'2024-12');"
Sorcerer's Lair  ,5,-TrueMentorGuidingMoonlight-,1 229 258 625,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),5,(SELECT Id FROM Player WHERE Pseudo ='-TrueMentorGuidingMoonlight-'),1229258625,'2024-12');"
Sorcerer's Lair  ,6,Michel Boulon [Team Boulon],1 174 459 668,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),6,(SELECT Id FROM Player WHERE Pseudo ='Michel Boulon [Team Boulon]'),1174459668,'2024-12');"
Sorcerer's Lair  ,7,Cave Canem @ Zerberus,1 016 059 340,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),7,(SELECT Id FROM Player WHERE Pseudo ='Cave Canem @ Zerberus'),1016059340,'2024-12');"
Sorcerer's Lair  ,8,SZYMON 12 PL,881 842 625,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),8,(SELECT Id FROM Player WHERE Pseudo ='SZYMON 12 PL'),881842625,'2024-12');"
Sorcerer's Lair  ,9,WimS [LUPsClub],775 960 799,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),9,(SELECT Id FROM Player WHERE Pseudo ='WimS [LUPsClub]'),775960799,'2024-12');"
Sorcerer's Lair  ,10,DepecheM101,625 417 555,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),10,(SELECT Id FROM Player WHERE Pseudo ='DepecheM101'),625417555,'2024-12');"
Sorcerer's Lair  ,11,pezima77,617 386 717,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),11,(SELECT Id FROM Player WHERE Pseudo ='pezima77'),617386717,'2024-12');"
Sorcerer's Lair  ,12,M4nuel_Fazz,607 750 867,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),12,(SELECT Id FROM Player WHERE Pseudo ='M4nuel_Fazz'),607750867,'2024-12');"
Sorcerer's Lair  ,13,timodsd,607 468 089,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),13,(SELECT Id FROM Player WHERE Pseudo ='Dark_Lightning'),592402900,'2024-12');"
Sorcerer's Lair  ,14,Dark_Lightning,592 402 900,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),14,(SELECT Id FROM Player WHERE Pseudo ='tomaszbrzez'),590020453,'2024-12');"
Sorcerer's Lair  ,15,tomaszbrzez,590 020 453,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),15,(SELECT Id FROM Player WHERE Pseudo ='steanna894'),585489695,'2024-12');"
Sorcerer's Lair  ,16,steanna894,585 489 695,,,#REF!
Sorcerer's Lair  ,17,RotoMola,579 335 173,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),17,(SELECT Id FROM Player WHERE Pseudo ='sibre'),579335173,'2024-12');"
Sorcerer's Lair  ,18,sibre,577 594 115,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),18,(SELECT Id FROM Player WHERE Pseudo =''),577594115,'2024-12');"
Sorcerer's Lair  ,19,Oox Daw xoO,543 198 007,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),19,(SELECT Id FROM Player WHERE Pseudo ='Oox Daw xoO'),543198007,'2024-12');"
Sorcerer's Lair  ,20,Artoran126,541 391 478,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),20,(SELECT Id FROM Player WHERE Pseudo ='Artoran126'),541391478,'2024-12');"
Sorcerer's Lair  ,21,WortelEnUienPrak,532 232 395,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),21,(SELECT Id FROM Player WHERE Pseudo ='WortelEnUienPrak'),532232395,'2024-12');"
Sorcerer's Lair  ,22,p-menke,529 516 075,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),22,(SELECT Id FROM Player WHERE Pseudo ='p-menke'),529516075,'2024-12');"
Sorcerer's Lair  ,23,GrofZout,520 291 960,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),23,(SELECT Id FROM Player WHERE Pseudo ='GrofZout'),520291960,'2024-12');"
Sorcerer's Lair  ,24,superodbass,512 526 590,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),24,(SELECT Id FROM Player WHERE Pseudo ='superodbass'),512526590,'2024-12');"
Sorcerer's Lair  ,25,nacanaca999999,512 236 289,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),25,(SELECT Id FROM Player WHERE Pseudo ='nacanaca999999'),512236289,'2024-12');"
Sorcerer's Lair  ,26,Fandjo66670,488 527 524,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),26,(SELECT Id FROM Player WHERE Pseudo ='Fandjo66670'),488527524,'2024-12');"
Sorcerer's Lair  ,27,forza_fiore1926,487 034 924,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),27,(SELECT Id FROM Player WHERE Pseudo ='forza_fiore1926'),487034924,'2024-12');"
Sorcerer's Lair  ,28,ravenfinland,483 765 391,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),28,(SELECT Id FROM Player WHERE Pseudo ='ravenfinland'),483765391,'2024-12');"
Sorcerer's Lair  ,29,HerculesPunza,483 092 054,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),29,(SELECT Id FROM Player WHERE Pseudo ='HerculesPunza'),483092054,'2024-12');"
Sorcerer's Lair  ,30,iamthegman,442 958 342,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),30,(SELECT Id FROM Player WHERE Pseudo ='iamthegman'),442958342,'2024-12');"
Sorcerer's Lair  ,31,Helder Scroll,438 967 067,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),31,(SELECT Id FROM Player WHERE Pseudo ='Macrocosm11'),429837155,'2024-12');"
Sorcerer's Lair  ,32,Macrocosm11,429 837 155,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Sorcerer's Lair  '),32,(SELECT Id FROM Player WHERE Pseudo ='Caius C+ [Team Enhancer]'),413598000,'2024-12');"
